,Calculation1,School,City,County/State/ Territory,Ethnicity,Count_adm,Count_app,admit_rate
604,GANESHA HIGH SCHOOL52503,GANESHA HIGH SCHOOL,Pomona,Los Angeles,Hispanic/ Latinx,27,44,61.36363636363637
605,GANESHA HIGH SCHOOL52503,GANESHA HIGH SCHOOL,Pomona,Los Angeles,All,29,48,60.416666666666664
606,GARDEN GROVE HIGH SCHOOL51030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Asian,102,143,71.32867132867133
607,GARDEN GROVE HIGH SCHOOL51030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,Hispanic/ Latinx,19,34,55.88235294117647
608,GARDEN GROVE HIGH SCHOOL51030,GARDEN GROVE HIGH SCHOOL,Garden Grove,Orange,All,123,182,67.58241758241759
609,GARDENA HIGH SCHOOL51020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Asian,3,5,60.0
610,GARDENA HIGH SCHOOL51020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,Hispanic/ Latinx,38,49,77.55102040816327
611,GARDENA HIGH SCHOOL51020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,African American,8,14,57.14285714285714
612,GARDENA HIGH SCHOOL51020,GARDENA HIGH SCHOOL,Gardena,Los Angeles,All,49,68,72.05882352941177
613,GAREY HIGH SCHOOL52501,GAREY HIGH SCHOOL,Pomona,Los Angeles,Asian,3,5,60.0
614,GAREY HIGH SCHOOL52501,GAREY HIGH SCHOOL,Pomona,Los Angeles,Hispanic/ Latinx,36,66,54.54545454545454
615,GAREY HIGH SCHOOL52501,GAREY HIGH SCHOOL,Pomona,Los Angeles,All,39,72,54.166666666666664
616,GEORGE WASHINGTON PREP HS51605,GEORGE WASHINGTON PREP HS,Los Angeles,Los Angeles,Hispanic/ Latinx,9,13,69.23076923076923
617,GEORGE WASHINGTON PREP HS51605,GEORGE WASHINGTON PREP HS,Los Angeles,Los Angeles,African American,4,9,44.44444444444444
618,GEORGE WASHINGTON PREP HS51605,GEORGE WASHINGTON PREP HS,Los Angeles,Los Angeles,All,13,22,59.09090909090909
619,GIRLS ACADEMIC LEADERSHIP ACAD50309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,Asian,6,7,85.71428571428571
620,GIRLS ACADEMIC LEADERSHIP ACAD50309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,Hispanic/ Latinx,4,12,33.33333333333333
621,GIRLS ACADEMIC LEADERSHIP ACAD50309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,African American,3,6,50.0
622,GIRLS ACADEMIC LEADERSHIP ACAD50309,GIRLS ACADEMIC LEADERSHIP ACAD,Los Angeles,Los Angeles,All,16,29,55.172413793103445
623,GLADSTONE HIGH SCHOOL50190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,Hispanic/ Latinx,12,23,52.17391304347826
624,GLADSTONE HIGH SCHOOL50190,GLADSTONE HIGH SCHOOL,Covina,Los Angeles,All,17,29,58.620689655172406
625,GLEN A WILSON HIGH SCHOOL52694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Asian,71,96,73.95833333333334
626,GLEN A WILSON HIGH SCHOOL52694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,Hispanic/ Latinx,20,42,47.61904761904761
627,GLEN A WILSON HIGH SCHOOL52694,GLEN A WILSON HIGH SCHOOL,Hacienda Heights,Los Angeles,All,98,150,65.33333333333333
628,GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,White,24,36,66.66666666666666
629,GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Asian,11,21,52.38095238095239
630,GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,Hispanic/ Latinx,13,24,54.166666666666664
631,GLENDALE HIGH SCHOOL51050,GLENDALE HIGH SCHOOL,Glendale,Los Angeles,All,51,85,60.0
632,GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,White,20,41,48.78048780487805
633,GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Asian,25,41,60.97560975609756
634,GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,Hispanic/ Latinx,29,50,57.99999999999999
635,GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,African American,8,9,88.88888888888889
636,GLENDORA HIGH SCHOOL51070,GLENDORA HIGH SCHOOL,Glendora,Los Angeles,All,84,144,58.333333333333336
637,GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,White,5,11,45.45454545454545
638,GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Asian,17,25,68.0
639,GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,Hispanic/ Latinx,18,37,48.64864864864865
640,GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,African American,6,15,40.0
641,GOLDEN VALLEY HIGH SCHOOL53871,GOLDEN VALLEY HIGH SCHOOL,Santa Clarita,Los Angeles,All,47,89,52.80898876404494
642,GOMPERS PREPARATORY ACADEMY54353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Asian,6,6,100.0
643,GOMPERS PREPARATORY ACADEMY54353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,Hispanic/ Latinx,46,59,77.96610169491525
644,GOMPERS PREPARATORY ACADEMY54353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,African American,4,5,80.0
645,GOMPERS PREPARATORY ACADEMY54353,GOMPERS PREPARATORY ACADEMY,San Diego,San Diego,All,57,71,80.28169014084507
646,GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Domestic Unknown,9,10,90.0
647,GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,White,53,87,60.91954022988506
648,GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Asian,139,192,72.39583333333334
649,GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,Hispanic/ Latinx,72,159,45.28301886792453
650,GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,African American,16,30,53.333333333333336
651,GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,All,293,484,60.537190082644635
652,GRANITE HILLS HIGH SCHOOL50806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,White,21,34,61.76470588235294
653,GRANITE HILLS HIGH SCHOOL50806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,Asian,6,8,75.0
654,GRANITE HILLS HIGH SCHOOL50806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,Hispanic/ Latinx,22,29,75.86206896551724
655,GRANITE HILLS HIGH SCHOOL50806,GRANITE HILLS HIGH SCHOOL,El Cajon,San Diego,All,53,77,68.83116883116884
656,GREEN DESIGN COMMUNITY SCHOOL51622,GREEN DESIGN COMMUNITY SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,18,31,58.06451612903226
657,GREEN DESIGN COMMUNITY SCHOOL51622,GREEN DESIGN COMMUNITY SCHOOL,Los Angeles,Los Angeles,All,20,33,60.60606060606061
658,GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,White,5,5,100.0
659,GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Asian,96,111,86.48648648648648
660,GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,Hispanic/ Latinx,10,15,66.66666666666666
661,GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,African American,3,5,60.0
662,GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,All,121,144,84.02777777777779
663,GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,White,27,45,60.0
664,GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,Asian,6,9,66.66666666666666
665,GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,Hispanic/ Latinx,20,30,66.66666666666666
666,GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,African American,6,8,75.0
667,GROSSMONT HIGH SCHOOL51110,GROSSMONT HIGH SCHOOL,La Mesa,San Diego,All,62,96,64.58333333333334
668,GROSSMONT MIDDLE COLLEGE HS50828,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,White,7,11,63.63636363636363
669,GROSSMONT MIDDLE COLLEGE HS50828,GROSSMONT MIDDLE COLLEGE HS,El Cajon,San Diego,All,11,17,64.70588235294117
670,GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,White,9,10,90.0
671,GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,Asian,5,5,100.0
672,GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,Hispanic/ Latinx,14,20,70.0
673,GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,All,30,38,78.94736842105263
674,HAWTHORNE HIGH SCHOOL51145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,Hispanic/ Latinx,37,66,56.060606060606055
675,HAWTHORNE HIGH SCHOOL51145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,African American,8,14,57.14285714285714
676,HAWTHORNE HIGH SCHOOL51145,HAWTHORNE HIGH SCHOOL,Hawthorne,Los Angeles,All,47,84,55.952380952380956
677,HAWTHORNE MATH & SCIENCE ACAD51122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,Asian,10,11,90.9090909090909
678,HAWTHORNE MATH & SCIENCE ACAD51122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,Hispanic/ Latinx,29,53,54.71698113207547
679,HAWTHORNE MATH & SCIENCE ACAD51122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,African American,7,16,43.75
680,HAWTHORNE MATH & SCIENCE ACAD51122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,All,47,82,57.3170731707317
681,HEALTH SCIENCES HIGH/MID COLL54201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,Hispanic/ Latinx,19,29,65.51724137931035
682,HEALTH SCIENCES HIGH/MID COLL54201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,African American,10,16,62.5
683,HEALTH SCIENCES HIGH/MID COLL54201,HEALTH SCIENCES HIGH/MID COLL,San Diego,San Diego,All,33,52,63.46153846153846
684,HECTOR GODINEZ FUNDAMENTAL HS54150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,Asian,6,6,100.0
685,HECTOR GODINEZ FUNDAMENTAL HS54150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,Hispanic/ Latinx,110,156,70.51282051282051
686,HECTOR GODINEZ FUNDAMENTAL HS54150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,All,121,167,72.45508982035929
687,HELEN BERNSTEIN HIGH SCHOOL54249,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,Hispanic/ Latinx,11,23,47.82608695652174
688,HELEN BERNSTEIN HIGH SCHOOL54249,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,All,13,27,48.148148148148145
689,HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,White,31,57,54.385964912280706
690,HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,Asian,18,28,64.28571428571429
691,HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,Hispanic/ Latinx,29,61,47.540983606557376
692,HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,African American,24,43,55.81395348837209
693,HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,All,103,191,53.92670157068062
694,HERBERT HOOVER HIGH SCHOOL51060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,White,37,65,56.92307692307692
695,HERBERT HOOVER HIGH SCHOOL51060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,Asian,13,17,76.47058823529412
696,HERBERT HOOVER HIGH SCHOOL51060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,Hispanic/ Latinx,10,17,58.82352941176471
697,HERBERT HOOVER HIGH SCHOOL51060,HERBERT HOOVER HIGH SCHOOL,Glendale,Los Angeles,All,61,100,61.0
698,HERBERT HOOVER HIGH SCHOOL52850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,Asian,26,33,78.78787878787878
699,HERBERT HOOVER HIGH SCHOOL52850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,53,88,60.22727272727273
700,HERBERT HOOVER HIGH SCHOOL52850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,African American,11,14,78.57142857142857
701,HERBERT HOOVER HIGH SCHOOL52850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,All,90,135,66.66666666666666
702,HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,White,3,5,60.0
703,HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,Asian,9,12,75.0
704,HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,Hispanic/ Latinx,28,50,56.00000000000001
705,HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,African American,4,5,80.0
706,HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,All,45,73,61.64383561643836
707,HIGH TECH HIGH INTERNATIONAL53945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,White,13,19,68.42105263157895
708,HIGH TECH HIGH INTERNATIONAL53945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,Asian,5,7,71.42857142857143
709,HIGH TECH HIGH INTERNATIONAL53945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,Hispanic/ Latinx,15,22,68.18181818181817
710,HIGH TECH HIGH INTERNATIONAL53945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,African American,4,6,66.66666666666666
711,HIGH TECH HIGH INTERNATIONAL53945,HIGH TECH HIGH INTERNATIONAL,San Diego,San Diego,All,38,55,69.0909090909091
712,HIGH TECH HIGH LA51526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,White,13,24,54.166666666666664
713,HIGH TECH HIGH LA51526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,Asian,6,7,85.71428571428571
714,HIGH TECH HIGH LA51526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,Hispanic/ Latinx,19,23,82.6086956521739
715,HIGH TECH HIGH LA51526,HIGH TECH HIGH LA,Van Nuys,Los Angeles,All,40,56,71.42857142857143
716,HIGH TECH HIGH MEDIA ARTS54054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,White,7,10,70.0
717,HIGH TECH HIGH MEDIA ARTS54054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,Hispanic/ Latinx,18,27,66.66666666666666
718,HIGH TECH HIGH MEDIA ARTS54054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,All,31,45,68.88888888888889
719,HIGH TECH HIGH MESA52795,HIGH TECH HIGH MESA,San Diego,San Diego,White,17,24,70.83333333333334
720,HIGH TECH HIGH MESA52795,HIGH TECH HIGH MESA,San Diego,San Diego,Hispanic/ Latinx,7,13,53.84615384615385
721,HIGH TECH HIGH MESA52795,HIGH TECH HIGH MESA,San Diego,San Diego,All,31,49,63.26530612244898
722,HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,White,15,22,68.18181818181817
723,HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,Asian,6,6,100.0
724,HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,10,22,45.45454545454545
725,HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,African American,5,5,100.0
726,HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,All,39,59,66.10169491525424
727,HIGH TECH HIGH-NORTH COUNTY54219,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,White,11,21,52.38095238095239
728,HIGH TECH HIGH-NORTH COUNTY54219,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,Hispanic/ Latinx,5,12,41.66666666666667
729,HIGH TECH HIGH-NORTH COUNTY54219,HIGH TECH HIGH-NORTH COUNTY,San Marcos,San Diego,All,21,39,53.84615384615385
730,HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,White,5,6,83.33333333333334
731,HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,Asian,11,12,91.66666666666666
732,HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,Hispanic/ Latinx,25,46,54.347826086956516
733,HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,African American,7,9,77.77777777777779
734,HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,All,50,75,66.66666666666666
735,HILDA L SOLIS LEARNING ACDMY54710,HILDA L SOLIS LEARNING ACDMY,Los Angeles,Los Angeles,All,4,5,80.0
736,HILLTOP HIGH SCHOOL50581,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,Asian,8,9,88.88888888888889
737,HILLTOP HIGH SCHOOL50581,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,Hispanic/ Latinx,42,73,57.534246575342465
738,HILLTOP HIGH SCHOOL50581,HILLTOP HIGH SCHOOL,Chula Vista,San Diego,All,52,89,58.42696629213483
739,HOLLYWOOD HIGH SCHOOL51615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,White,4,8,50.0
740,HOLLYWOOD HIGH SCHOOL51615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,Asian,7,9,77.77777777777779
741,HOLLYWOOD HIGH SCHOOL51615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,52,73,71.23287671232876
742,HOLLYWOOD HIGH SCHOOL51615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,African American,11,16,68.75
743,HOLLYWOOD HIGH SCHOOL51615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,All,75,107,70.09345794392523
744,HORACE MANN UCLA COMMUNITY SCH50399,HORACE MANN UCLA COMMUNITY SCH,Los Angeles,Los Angeles,All,4,8,50.0
745,HUMANITAS ACADEMY ART AND TECH54451,HUMANITAS ACADEMY ART AND TECH,Los Angeles,Los Angeles,All,9,12,75.0
746,HUMANITIES AND ARTS ACADEMY-LA54691,HUMANITIES AND ARTS ACADEMY-LA,Harbor City,Los Angeles,All,5,6,83.33333333333334
747,HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,Domestic Unknown,4,7,57.14285714285714
748,HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,White,54,111,48.64864864864865
749,HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,Asian,67,91,73.62637362637363
750,HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,Hispanic/ Latinx,32,62,51.61290322580645
751,HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,African American,4,9,44.44444444444444
752,HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,All,167,286,58.39160839160839
753,HUNTINGTON PARK HIGH SCHOOL51230,HUNTINGTON PARK HIGH SCHOOL,Huntington Park,Los Angeles,All,32,52,61.53846153846154
754,HUNTINGTON PARK INST APLD MED54667,HUNTINGTON PARK INST APLD MED,Huntington Park,Los Angeles,All,92,121,76.03305785123968
755,IHIGH VIRTUAL ACADEMY54365,IHIGH VIRTUAL ACADEMY,San Diego,San Diego,All,6,8,75.0
756,ILEAD HYBRID54846,ILEAD HYBRID,Costa Mesa,Orange,All,5,5,100.0
757,ILEAD ONLINE CHARTER SCHOOL51338,ILEAD ONLINE CHARTER SCHOOL,Acton,Los Angeles,All,6,9,66.66666666666666
758,INGLEWOOD HIGH SCHOOL51260,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,Hispanic/ Latinx,14,27,51.85185185185185
759,INGLEWOOD HIGH SCHOOL51260,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,African American,5,10,50.0
760,INGLEWOOD HIGH SCHOOL51260,INGLEWOOD HIGH SCHOOL,Inglewood,Los Angeles,All,21,39,53.84615384615385
761,INSPIRE CHARTER SCHOOL54817,INSPIRE CHARTER SCHOOL,Duarte,Los Angeles,All,3,5,60.0
762,INTERNATIONAL POLYTECHNIC HS52508,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,Asian,16,28,57.14285714285714
763,INTERNATIONAL POLYTECHNIC HS52508,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,Hispanic/ Latinx,13,28,46.42857142857143
764,INTERNATIONAL POLYTECHNIC HS52508,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,All,32,61,52.459016393442624
765,INTERNATIONAL STUDIES L.C.54028,INTERNATIONAL STUDIES L.C.,South Gate,Los Angeles,All,20,30,66.66666666666666
766,IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,Int'l,5,7,71.42857142857143
767,IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,Domestic Unknown,7,9,77.77777777777779
768,IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,White,16,31,51.61290322580645
769,IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,Asian,130,164,79.26829268292683
770,IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,Hispanic/ Latinx,8,17,47.05882352941176
771,IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,All,169,232,72.84482758620689
772,JAMES A GARFIELD HIGH SCHOOL51635,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,160,209,76.55502392344498
773,JAMES A GARFIELD HIGH SCHOOL51635,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,All,163,214,76.16822429906543
774,JAMES MADISON HIGH SCHOOL52853,JAMES MADISON HIGH SCHOOL,San Diego,San Diego,Asian,10,15,66.66666666666666
775,JAMES MADISON HIGH SCHOOL52853,JAMES MADISON HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,5,11,45.45454545454545
776,JAMES MADISON HIGH SCHOOL52853,JAMES MADISON HIGH SCHOOL,San Diego,San Diego,African American,3,6,50.0
777,JAMES MADISON HIGH SCHOOL52853,JAMES MADISON HIGH SCHOOL,San Diego,San Diego,All,21,39,53.84615384615385
778,JAMES MONROE HIGH SCHOOL52902,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,Asian,7,8,87.5
779,JAMES MONROE HIGH SCHOOL52902,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,Hispanic/ Latinx,46,70,65.71428571428571
780,JAMES MONROE HIGH SCHOOL52902,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,All,54,80,67.5
781,JOHN A ROWLAND HIGH SCHOOL52696,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,Asian,80,119,67.22689075630252
782,JOHN A ROWLAND HIGH SCHOOL52696,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,Hispanic/ Latinx,11,23,47.82608695652174
783,JOHN A ROWLAND HIGH SCHOOL52696,JOHN A ROWLAND HIGH SCHOOL,Rowland Heights,Los Angeles,All,96,149,64.42953020134227
784,JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,White,30,67,44.776119402985074
785,JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,Asian,14,32,43.75
786,JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,Hispanic/ Latinx,42,76,55.26315789473685
787,JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,African American,6,17,35.294117647058826
788,JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,All,95,196,48.46938775510204
789,JOHN C FREMONT HIGH SCHOOL51645,JOHN C FREMONT HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,35,55,63.63636363636363
790,JOHN C FREMONT HIGH SCHOOL51645,JOHN C FREMONT HIGH SCHOOL,Los Angeles,Los Angeles,African American,4,8,50.0
791,JOHN C FREMONT HIGH SCHOOL51645,JOHN C FREMONT HIGH SCHOOL,Los Angeles,Los Angeles,All,39,63,61.904761904761905
792,JOHN F KENNEDY HIGH SCHOOL50379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,Asian,71,117,60.68376068376068
793,JOHN F KENNEDY HIGH SCHOOL50379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,Hispanic/ Latinx,27,39,69.23076923076923
794,JOHN F KENNEDY HIGH SCHOOL50379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,African American,6,11,54.54545454545454
795,JOHN F KENNEDY HIGH SCHOOL50379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,All,111,178,62.35955056179775
796,JOHN F KENNEDY HIGH SCHOOL51089,JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,Asian,17,25,68.0
797,JOHN F KENNEDY HIGH SCHOOL51089,JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,Hispanic/ Latinx,55,116,47.41379310344828
