,Calculation1,School,City,County/State/ Territory,Ethnicity,Count_adm,Count_app,admit_rate
877,LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,Asian,7,17,41.17647058823529
878,LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,Hispanic/ Latinx,6,15,40.0
879,LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,All,55,111,49.549549549549546
880,LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,White,23,41,56.09756097560976
881,LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,Asian,17,24,70.83333333333334
882,LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,Hispanic/ Latinx,9,20,45.0
883,LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,All,52,93,55.91397849462365
884,LAKE BALBOA COLLEGE PREP K-1252154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,White,6,7,85.71428571428571
885,LAKE BALBOA COLLEGE PREP K-1252154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,Asian,4,5,80.0
886,LAKE BALBOA COLLEGE PREP K-1252154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,All,10,15,66.66666666666666
887,LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,White,9,15,60.0
888,LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,Asian,26,46,56.52173913043478
889,LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,Hispanic/ Latinx,62,112,55.35714285714286
890,LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,African American,14,34,41.17647058823529
891,LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,All,112,209,53.588516746411486
892,LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,White,8,10,80.0
893,LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,Asian,10,15,66.66666666666666
894,LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,Hispanic/ Latinx,28,41,68.29268292682927
895,LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,African American,13,17,76.47058823529412
896,LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,All,59,83,71.08433734939759
897,LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,White,10,20,50.0
898,LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,Asian,27,40,67.5
899,LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,13,19,68.42105263157895
900,LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,African American,3,6,50.0
901,LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,All,54,87,62.06896551724138
902,LAUSD/USC MEDIA ARTS ENGR MAGN51652,LAUSD/USC MEDIA ARTS ENGR MAGN,Los Angeles,Los Angeles,Hispanic/ Latinx,20,31,64.51612903225806
903,LAUSD/USC MEDIA ARTS ENGR MAGN51652,LAUSD/USC MEDIA ARTS ENGR MAGN,Los Angeles,Los Angeles,All,23,36,63.888888888888886
904,LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,Asian,6,7,85.71428571428571
905,LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,Hispanic/ Latinx,49,71,69.01408450704226
906,LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,African American,13,33,39.39393939393939
907,LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,All,70,116,60.3448275862069
908,LEARNING POST ACADEMY53361,LEARNING POST ACADEMY,Santa Clarita,Los Angeles,White,3,5,60.0
909,LEARNING POST ACADEMY53361,LEARNING POST ACADEMY,Santa Clarita,Los Angeles,All,8,10,80.0
910,LEGACY COLLEGE PREP51935,LEGACY COLLEGE PREP,Santa Ana,Orange,Hispanic/ Latinx,29,44,65.9090909090909
911,LEGACY COLLEGE PREP51935,LEGACY COLLEGE PREP,Santa Ana,Orange,All,31,46,67.3913043478261
912,LENNOX MATH SCIENCE TECH ACAD51498,LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,Hispanic/ Latinx,39,67,58.2089552238806
913,LENNOX MATH SCIENCE TECH ACAD51498,LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,All,40,68,58.82352941176471
914,LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,Asian,15,18,83.33333333333334
915,LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,Hispanic/ Latinx,47,78,60.256410256410255
916,LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,African American,6,19,31.57894736842105
917,LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,All,70,117,59.82905982905983
918,LIBRA ACADEMY AT LINDA MARQUEZ HS54644,LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,All,27,40,67.5
919,LIFELINE EDUCATION CHARTER SCH50899,LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,All,6,13,46.15384615384615
920,LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,Asian,3,6,50.0
921,LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,28,39,71.7948717948718
922,LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,African American,11,17,64.70588235294117
923,LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,All,43,64,67.1875
924,LINDA MARQUEZ HS-SOC JUSTICE54645,LINDA MARQUEZ HS-SOC JUSTICE,Huntington Park,Los Angeles,All,18,24,75.0
925,LITERACY FIRST CHARTER SCHOOLS54304,LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,White,3,6,50.0
926,LITERACY FIRST CHARTER SCHOOLS54304,LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,Hispanic/ Latinx,3,5,60.0
927,LITERACY FIRST CHARTER SCHOOLS54304,LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,All,9,17,52.94117647058824
928,LITTLEROCK HIGH SCHOOL51418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,Hispanic/ Latinx,22,31,70.96774193548387
929,LITTLEROCK HIGH SCHOOL51418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,All,23,34,67.64705882352942
930,LOARA HIGH SCHOOL50084,LOARA HIGH SCHOOL,Anaheim,Orange,Asian,23,33,69.6969696969697
931,LOARA HIGH SCHOOL50084,LOARA HIGH SCHOOL,Anaheim,Orange,Hispanic/ Latinx,23,35,65.71428571428571
932,LOARA HIGH SCHOOL50084,LOARA HIGH SCHOOL,Anaheim,Orange,All,50,74,67.56756756756756
933,LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,White,26,32,81.25
934,LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,Asian,71,114,62.28070175438597
935,LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,Hispanic/ Latinx,57,98,58.16326530612245
936,LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,African American,22,39,56.41025641025641
937,LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,All,180,288,62.5
938,LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,Domestic Unknown,8,14,57.14285714285714
939,LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,White,49,94,52.12765957446809
940,LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,Asian,58,85,68.23529411764706
941,LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,Hispanic/ Latinx,31,74,41.891891891891895
942,LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,African American,10,13,76.92307692307693
943,LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,All,159,283,56.18374558303887
944,LOS ALTOS HIGH SCHOOL51360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,Asian,16,19,84.21052631578947
945,LOS ALTOS HIGH SCHOOL51360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,Hispanic/ Latinx,38,59,64.40677966101694
946,LOS ALTOS HIGH SCHOOL51360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,African American,3,5,60.0
947,LOS ALTOS HIGH SCHOOL51360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,All,58,85,68.23529411764706
948,LOS AMIGOS HIGH SCHOOL50963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,Asian,23,27,85.18518518518519
949,LOS AMIGOS HIGH SCHOOL50963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,Hispanic/ Latinx,45,58,77.58620689655173
950,LOS AMIGOS HIGH SCHOOL50963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,All,69,87,79.3103448275862
951,LOS ANGELES ACAD ARTS ENTRPRSE54387,LOS ANGELES ACAD ARTS ENTRPRSE,Los Angeles,Los Angeles,All,4,9,44.44444444444444
952,LOS ANGELES CNTY HS FOR ARTS51677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,White,15,25,60.0
953,LOS ANGELES CNTY HS FOR ARTS51677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,Asian,5,10,50.0
954,LOS ANGELES CNTY HS FOR ARTS51677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,Hispanic/ Latinx,5,13,38.46153846153847
955,LOS ANGELES CNTY HS FOR ARTS51677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,African American,5,7,71.42857142857143
956,LOS ANGELES CNTY HS FOR ARTS51677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,All,30,56,53.57142857142857
957,LOS ANGELES HS OF THE ARTS54162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,Hispanic/ Latinx,11,22,50.0
958,LOS ANGELES HS OF THE ARTS54162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,All,13,25,52.0
959,LOS ANGELES LEADERSHIP ACAD HS51660,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,Hispanic/ Latinx,6,7,85.71428571428571
960,LOS ANGELES LEADERSHIP ACAD HS51660,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,All,8,9,88.88888888888889
961,LOS ANGELES SCH GLOBAL STUDIES54057,LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,Hispanic/ Latinx,8,12,66.66666666666666
962,LOS ANGELES SCH GLOBAL STUDIES54057,LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,All,10,14,71.42857142857143
963,LOS ANGELES SENIOR HIGH SCHOOL51680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,39,63,61.904761904761905
964,LOS ANGELES SENIOR HIGH SCHOOL51680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,All,46,75,61.33333333333333
965,LYNWOOD HIGH SCHOOL51885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,Hispanic/ Latinx,87,123,70.73170731707317
966,LYNWOOD HIGH SCHOOL51885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,All,88,125,70.39999999999999
967,MAGNOLIA HIGH SCHOOL50083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,Asian,22,25,88.0
968,MAGNOLIA HIGH SCHOOL50083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,Hispanic/ Latinx,15,22,68.18181818181817
969,MAGNOLIA HIGH SCHOOL50083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,All,39,49,79.59183673469387
970,MAGNOLIA SCI ACADEMY-SANTA ANA54474,MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,Hispanic/ Latinx,10,18,55.55555555555556
971,MAGNOLIA SCI ACADEMY-SANTA ANA54474,MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,All,14,22,63.63636363636363
972,MAGNOLIA SCIENCE ACADEMY 254475,MAGNOLIA SCIENCE ACADEMY 2,Van Nuys,Los Angeles,All,9,12,75.0
973,MAGNOLIA SCIENCE ACADEMY 354510,MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,Hispanic/ Latinx,14,24,58.333333333333336
974,MAGNOLIA SCIENCE ACADEMY 354510,MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,All,15,26,57.692307692307686
975,MAGNOLIA SCIENCE ACADEMY 454468,MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,Hispanic/ Latinx,8,15,53.333333333333336
976,MAGNOLIA SCIENCE ACADEMY 454468,MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,All,9,16,56.25
977,MAGNOLIA SCIENCE ACADEMY53014,MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,Hispanic/ Latinx,18,24,75.0
978,MAGNOLIA SCIENCE ACADEMY53014,MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,All,22,29,75.86206896551724
979,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,White,25,46,54.347826086956516
980,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Asian,6,10,60.0
981,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Hispanic/ Latinx,6,7,85.71428571428571
982,MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,All,38,68,55.88235294117647
983,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,28,37,75.67567567567568
984,MANUAL ARTS SENIOR HIGH SCHOOL51700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,All,31,40,77.5
985,MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,Asian,6,10,60.0
986,MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,Hispanic/ Latinx,18,32,56.25
987,MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,African American,5,10,50.0
988,MAR VISTA HIGH SCHOOL51242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,All,33,57,57.89473684210527
989,MARCO ANTONIO FIREBAUGH HS52039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,Hispanic/ Latinx,65,84,77.38095238095238
990,MARCO ANTONIO FIREBAUGH HS52039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,All,67,87,77.01149425287356
991,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,White,16,32,50.0
992,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Asian,49,81,60.49382716049383
993,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Hispanic/ Latinx,14,25,56.00000000000001
994,MARINA HIGH SCHOOL51221,MARINA HIGH SCHOOL,Huntington Beach,Orange,All,85,147,57.82312925170068
995,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Asian,158,247,63.96761133603239
996,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Hispanic/ Latinx,9,20,45.0
997,MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,All,172,275,62.54545454545455
998,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,Hispanic/ Latinx,43,52,82.6923076923077
999,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,African American,6,6,100.0
1000,MATH AND SCIENCE COLLEGE PREP54767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,All,49,58,84.48275862068965
1001,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,Hispanic/ Latinx,37,50,74.0
1002,MATH SCI TECH MAGNT ACD AT RHS54436,MATH SCI TECH MAGNT ACD AT RHS,Los Angeles,Los Angeles,All,38,51,74.50980392156863
1003,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Asian,11,21,52.38095238095239
1004,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Hispanic/ Latinx,19,35,54.285714285714285
1005,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,African American,8,11,72.72727272727273
1006,MAYFAIR HIGH SCHOOL51348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,All,39,69,56.52173913043478
1007,MAYWOOD ACADEMY HIGH SCHOOL53998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,All,27,43,62.7906976744186
1008,MAYWOOD CTR ENRICHED STUDIES50551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,Hispanic/ Latinx,49,85,57.647058823529406
1009,MAYWOOD CTR ENRICHED STUDIES50551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,All,51,88,57.95454545454546
1010,MERVYN M DYMALLY HIGH SCHOOL54627,MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,5,11,45.45454545454545
1011,MERVYN M DYMALLY HIGH SCHOOL54627,MERVYN M DYMALLY HIGH SCHOOL,Los Angeles,Los Angeles,All,7,13,53.84615384615385
1012,MIDDLE COLLEGE HIGH SCHOOL51722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,24,32,75.0
1013,MIDDLE COLLEGE HIGH SCHOOL51722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,African American,16,22,72.72727272727273
1014,MIDDLE COLLEGE HIGH SCHOOL51722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,All,40,54,74.07407407407408
1015,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Hispanic/ Latinx,40,64,62.5
1016,MIDDLE COLLEGE HIGH SCHOOL53258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,All,45,70,64.28571428571429
1017,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Domestic Unknown,3,7,42.857142857142854
1018,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,White,101,195,51.7948717948718
1019,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Asian,70,91,76.92307692307693
1020,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,Hispanic/ Latinx,16,42,38.095238095238095
1021,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,African American,4,13,30.76923076923077
1022,MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,All,198,354,55.932203389830505
1023,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,White,11,15,73.33333333333333
1024,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,Asian,58,117,49.572649572649574
1025,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,7,21,33.33333333333333
1026,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,African American,5,11,45.45454545454545
1027,MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,All,85,171,49.707602339181285
1028,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,White,35,44,79.54545454545455
1029,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Asian,11,15,73.33333333333333
1030,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,Hispanic/ Latinx,20,32,62.5
1031,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,African American,3,6,50.0
1032,MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,All,71,99,71.71717171717171
1033,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,White,25,46,54.347826086956516
1034,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Asian,33,41,80.48780487804879
1035,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,Hispanic/ Latinx,44,91,48.35164835164835
1036,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,African American,4,7,57.14285714285714
1037,MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,All,110,190,57.89473684210527
1038,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,White,29,62,46.774193548387096
1039,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Asian,16,26,61.53846153846154
1040,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,Hispanic/ Latinx,7,19,36.84210526315789
1041,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,African American,3,7,42.857142857142854
1042,MISSION VIEJO HIGH SCHOOL51981,MISSION VIEJO HIGH SCHOOL,Mission Viejo,Orange,All,57,118,48.30508474576271
1043,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,White,29,47,61.702127659574465
1044,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,Asian,22,40,55.00000000000001
1045,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,Hispanic/ Latinx,22,50,44.0
1046,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,African American,3,5,60.0
1047,MISSION VISTA HIGH SCHOOL54347,MISSION VISTA HIGH SCHOOL,Oceanside,San Diego,All,79,148,53.37837837837838
1048,MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,White,8,18,44.44444444444444
1049,MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,Asian,18,22,81.81818181818183
1050,MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,Hispanic/ Latinx,36,58,62.06896551724138
1051,MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,African American,5,13,38.46153846153847
1052,MONROVIA HIGH SCHOOL52015,MONROVIA HIGH SCHOOL,Monrovia,Los Angeles,All,68,114,59.64912280701754
1053,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,White,9,12,75.0
1054,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,Asian,10,13,76.92307692307693
1055,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,Hispanic/ Latinx,21,30,70.0
1056,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,African American,7,10,70.0
1057,MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,All,47,65,72.3076923076923
1058,MONTEBELLO HIGH SCHOOL52029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,White,3,5,60.0
1059,MONTEBELLO HIGH SCHOOL52029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,Hispanic/ Latinx,52,72,72.22222222222221
1060,MONTEBELLO HIGH SCHOOL52029,MONTEBELLO HIGH SCHOOL,Montebello,Los Angeles,All,57,79,72.15189873417721
1061,MONTGOMERY HIGH SCHOOL51239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,Asian,11,14,78.57142857142857
1062,MONTGOMERY HIGH SCHOOL51239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,67,106,63.20754716981132
1063,MONTGOMERY HIGH SCHOOL51239,MONTGOMERY HIGH SCHOOL,San Diego,San Diego,All,82,126,65.07936507936508
1064,MORNINGSIDE HIGH SCHOOL51262,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,Hispanic/ Latinx,15,18,83.33333333333334
1065,MORNINGSIDE HIGH SCHOOL51262,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,African American,3,5,60.0
1066,MORNINGSIDE HIGH SCHOOL51262,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,All,19,24,79.16666666666666
1067,MORSE HIGH SCHOOL52881,MORSE HIGH SCHOOL,San Diego,San Diego,Asian,46,56,82.14285714285714
1068,MORSE HIGH SCHOOL52881,MORSE HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,4,9,44.44444444444444
1069,MORSE HIGH SCHOOL52881,MORSE HIGH SCHOOL,San Diego,San Diego,African American,3,6,50.0
