Calculation1,School,City,County/State/ Territory,Count,uad_uc_ethn_7_cat,Pivot Field Values
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,9
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,App,Hispanic/ Latinx,18
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,Enr,All,15
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,27
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,App,All,41
RIVER VALLEY CHARTER SCHOOL51446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,Enr,White,4
RIVER VALLEY CHARTER SCHOOL51446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,Adm,White,4
RIVER VALLEY CHARTER SCHOOL51446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,App,White,10
RIVER VALLEY CHARTER SCHOOL51446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,Enr,All,7
RIVER VALLEY CHARTER SCHOOL51446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,Adm,All,8
RIVER VALLEY CHARTER SCHOOL51446,RIVER VALLEY CHARTER SCHOOL,Lakeside,San Diego,App,All,16
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,White,18
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,White,30
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,App,White,59
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,Asian,14
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,Asian,24
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,App,Asian,51
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,Hispanic/ Latinx,26
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,Hispanic/ Latinx,55
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,App,Hispanic/ Latinx,129
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,African American,7
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,African American,14
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,App,African American,26
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,All,69
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,All,129
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,App,All,271
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,Adm,Asian,6
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,App,Asian,7
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,Enr,Hispanic/ Latinx,7
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,Adm,Hispanic/ Latinx,16
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,App,Hispanic/ Latinx,24
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,Enr,All,9
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,Adm,All,23
ROBERT FULTON COLLEGE PREP SCH54030,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,App,All,35
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,Enr,Asian,57
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,Adm,Asian,95
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,App,Asian,109
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,Enr,Hispanic/ Latinx,8
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,Adm,Hispanic/ Latinx,20
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,App,Hispanic/ Latinx,35
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,Enr,All,66
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,Adm,All,117
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,App,All,146
RUSSELL WESTBROOK WHY NOT HS51687,RUSSELL WESTBROOK WHY NOT HS,Los Angeles,Los Angeles,App,All,7
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,Enr,Asian,3
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,Adm,Asian,6
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,App,Asian,6
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,Enr,Hispanic/ Latinx,10
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,Adm,Hispanic/ Latinx,35
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,App,Hispanic/ Latinx,67
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,Enr,All,13
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,Adm,All,43
SADDLEBACK HIGH SCHOOL53242,SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,App,All,76
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Adm,Domestic Unknown,7
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Enr,White,22
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Adm,White,47
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,App,White,82
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Enr,Asian,17
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Adm,Asian,26
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,App,Asian,42
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Enr,Hispanic/ Latinx,6
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Adm,Hispanic/ Latinx,15
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,App,Hispanic/ Latinx,34
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,App,African American,5
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Enr,All,50
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,Adm,All,99
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,App,All,174
SAMUEL GOMPERS MS UNIV PTHWYS51686,SAMUEL GOMPERS MS UNIV PTHWYS,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,5
SAMUEL GOMPERS MS UNIV PTHWYS51686,SAMUEL GOMPERS MS UNIV PTHWYS,Los Angeles,Los Angeles,App,Hispanic/ Latinx,9
SAMUEL GOMPERS MS UNIV PTHWYS51686,SAMUEL GOMPERS MS UNIV PTHWYS,Los Angeles,Los Angeles,App,African American,5
SAMUEL GOMPERS MS UNIV PTHWYS51686,SAMUEL GOMPERS MS UNIV PTHWYS,Los Angeles,Los Angeles,Adm,All,7
SAMUEL GOMPERS MS UNIV PTHWYS51686,SAMUEL GOMPERS MS UNIV PTHWYS,Los Angeles,Los Angeles,App,All,14
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,Adm,Asian,3
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,App,Asian,6
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,Enr,Hispanic/ Latinx,5
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,Adm,Hispanic/ Latinx,21
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,App,Hispanic/ Latinx,43
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,Enr,All,8
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,Adm,All,25
SAMUELI ACADEMY54751,SAMUELI ACADEMY,Santa Ana,Orange,App,All,51
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Enr,White,24
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Adm,White,60
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,App,White,125
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Enr,Asian,7
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Adm,Asian,15
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,App,Asian,23
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Enr,Hispanic/ Latinx,7
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Adm,Hispanic/ Latinx,26
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,App,Hispanic/ Latinx,60
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,App,American Indian,5
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,App,African American,5
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Enr,All,39
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,Adm,All,107
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,App,All,222
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,Enr,Hispanic/ Latinx,4
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,Adm,Hispanic/ Latinx,6
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,App,Hispanic/ Latinx,8
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,App,African American,5
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,Enr,All,5
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,Adm,All,7
SAN DIEGO BUSINESS LEADERSHIP53209,SAN DIEGO BUSINESS LEADERSHIP,San Diego,San Diego,App,All,14
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,Enr,Hispanic/ Latinx,7
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,Adm,Hispanic/ Latinx,9
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,App,Hispanic/ Latinx,22
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,Enr,African American,3
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,Adm,African American,3
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,App,African American,6
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,Enr,All,12
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,Adm,All,14
SAN DIEGO HIGH SCHOOL53903,SAN DIEGO HIGH SCHOOL,San Diego,San Diego,App,All,32
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Enr,White,22
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Adm,White,31
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,App,White,43
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Enr,Asian,5
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Adm,Asian,5
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,App,Asian,7
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Enr,Hispanic/ Latinx,22
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Adm,Hispanic/ Latinx,44
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,App,Hispanic/ Latinx,64
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Enr,African American,8
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Adm,African American,15
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,App,African American,17
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Enr,All,57
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,Adm,All,96
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,App,All,133
SAN DIEGO MET53909,SAN DIEGO MET,San Diego,San Diego,Adm,All,4
SAN DIEGO MET53909,SAN DIEGO MET,San Diego,San Diego,App,All,7
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Adm,White,6
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,App,White,9
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Enr,Asian,3
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Adm,Asian,8
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,App,Asian,18
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Enr,Hispanic/ Latinx,6
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Adm,Hispanic/ Latinx,11
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,App,Hispanic/ Latinx,27
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Enr,African American,4
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Adm,African American,8
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,App,African American,10
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Enr,All,16
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Adm,All,34
SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,App,All,65
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Enr,Domestic Unknown,5
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Adm,Domestic Unknown,8
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,App,Domestic Unknown,11
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Enr,White,38
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Adm,White,78
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,App,White,146
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Enr,Asian,15
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Adm,Asian,27
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,App,Asian,30
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Enr,Hispanic/ Latinx,12
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Adm,Hispanic/ Latinx,29
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,App,Hispanic/ Latinx,43
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Enr,All,70
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Adm,All,144
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,App,All,233
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Enr,White,3
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Adm,White,9
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,App,White,13
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Enr,Asian,5
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Adm,Asian,11
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,App,Asian,14
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Enr,Hispanic/ Latinx,6
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Adm,Hispanic/ Latinx,19
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,App,Hispanic/ Latinx,30
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Enr,All,16
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Adm,All,42
SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,App,All,61
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,Enr,Hispanic/ Latinx,35
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,Adm,Hispanic/ Latinx,83
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,App,Hispanic/ Latinx,116
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,Enr,All,37
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,Adm,All,87
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,App,All,120
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Enr,Asian,59
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Adm,Asian,120
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,App,Asian,161
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Enr,Hispanic/ Latinx,7
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Adm,Hispanic/ Latinx,23
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,App,Hispanic/ Latinx,39
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Enr,All,66
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Adm,All,144
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,App,All,201
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,Enr,Asian,8
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,Adm,Asian,10
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,App,Asian,13
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,Enr,All,9
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,Adm,All,13
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,App,All,18
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Enr,Domestic Unknown,3
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Adm,Domestic Unknown,7
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,App,Domestic Unknown,11
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Enr,White,26
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Adm,White,55
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,App,White,98
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Enr,Asian,15
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Adm,Asian,29
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,App,Asian,40
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Enr,Hispanic/ Latinx,7
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Adm,Hispanic/ Latinx,29
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,App,Hispanic/ Latinx,56
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Enr,All,56
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Adm,All,125
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,App,All,215
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,Domestic Unknown,10
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,White,49
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,White,83
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,White,150
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,Asian,27
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,Asian,42
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,Asian,70
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,Hispanic/ Latinx,15
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,Hispanic/ Latinx,32
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,Hispanic/ Latinx,78
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Enr,African American,3
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Adm,African American,6
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,App,African American,15
